Date ,Loc,Time,Net,Band size,Band ID,Species,Sex/method,Sexing method,Age,Method.Age.,wing,weight,bill,Recap?,Photo #,Molt,Notes
21/06/2018,IRL,2000,-,?,595-85409,Ciccaba virgata,M/mass,,A,,250,266.9,,N,9110-21,,Bat nets
21/06/2018,IRL,2000,-,?,666-97250,Ciccaba virgata,F/mass,,A,,245,329.8,,N,9135-43,,Bat nets
22/06/2018,TUR,1940,-,4,534-77534,Megascops watsonii,M/mass,,A,,170,119.3,,N,8991-94,"sym p10,9,1; s1,4",Bat nets
22/06/2018,TUR,1940,-,4,534-77531,Megascops watsonii,F/mass,,A,,183,143.7,,Y,8996-9001,"sym wing, light body",Bat nets
23/06/2018,TUR,605,10,1B,1B-025,Xiphorhynchus pardalotus,U,,A,,109,39.5,,Y,9019-20,sym wing,
23/06/2018,TUR,605,10,0A,0A-426,Myrmotherula menetriesii,F,,A,,54,-,,N,9016-18,Asym wing,
23/06/2018,TUR,605,11,1B,1B-212,Pithys albifrons,U,,A,,71,21.4,,N,9014-15,Asym wing,
23/06/2018,TUR,605,10,1B,1B-213,Saltator grossus,M,,A,,96,45.5,,N,9021-24,,
23/06/2018,TUR,605,6,0A,0A-321,Glyphorhynchus spirurus,U,,A,,73,14.5,,Y,9010-12,,
23/06/2018,TUR,605,6,0A,0A-325,Glyphorhynchus spirurus,U,,A,,68,14.9,,Y,9025-27,Asym wing,
23/06/2018,TUR,605,8,1,01-135,Thamnomanes caesius,M,,A,,67,15.3,,N,9008-09,sym wing,
23/06/2018,TUR,605,11,4,534-77535,Micrastur gilvicollis,U,,A,,175,,,N,9049-52,yes,
23/06/2018,TUR,710,10,0A,0A-427,Glyphorhynchus spirurus,U,,A,,74,14.8,,N,9029-31,sym wing,
23/06/2018,TUR,710,8,0A,0A-428,Epinecrophylla gutturalis,M,,A,,52,9.2,,N,9033-34,,
23/06/2018,TUR,830,6,1B,1B-214,Tachyphonus surinamus,U,,U,,79,19.6,,N,9053-55,sym wing,
23/06/2018,TUR,830,6,1B,1B-215,Tachyphonus surinamus,M,,A,,86,20,,N,9062-67,none,recap 27 June
23/06/2018,TUR,830,6,1B,1B-216,Tachyphonus surinamus,U,,U,,76,19.1,,N,-,none,F plumage; recap 27 June
23/06/2018,TUR,830,6,1B,1B-065,Tachyphonus surinamus,F,,A,,78,21.2,,Y,9056-57,sym p6 0.5,
23/06/2018,TUR,830,2,0A,0A-332,Myrmotherula longipennis,M,,A,,61,9.1,,Y,9076-78,none,
23/06/2018,TUR,830,1,0A,0A-429,Myrmotherula longipennis,U,,U,,54,8.3,,N,9060-61,none,
23/06/2018,TUR,830,8,0A,0A-430,Dixiphia pipra,U,,S,,68,13,,N,9071-72,,
23/06/2018,TUR,830,5,0A,0A-341,Glyphorhynchus spirurus,U,,A,,68,13.9,,Y,9068-70,,
23/06/2018,TUR,830,5,1,01-136,Thamnomanes caesius,M,,A,,72,16.3,,N,9073-75,,
23/06/2018,TUR,930,8,0A,0A-431,Dixiphia pipra,U,,S,,62,14.2,,N,9079-87,,
23/06/2018,TUR,1030,8,0,00-266,Dixiphia pipra,U,,S,,64,11.1,,N,9092-95,none,
23/06/2018,TUR,1030,8,0,00-267,Dixiphia pipra,U,,S,,66,13.4,,N,9096-98,none,
24/06/2018,TUR,605,9,0A,0A-432,Isleria guttata,F,,A,,50,10.8,,N,9103-07,sym p3 or p2,
24/06/2018,TUR,605,-,0A,0A-433,Myrmotherula longipennis,M,,A,,61,9.1,,N,9099-9101,Asym wing,
24/06/2018,TUR,605,1,1B,1B-217,Cyanocompsa cyanoides,F/BP,,A,,73,22.8,,N,9117-23,heavy body molt; sym wing,
24/06/2018,TUR,605,8,1B,1B-023,Willisornis poecilinotus,M,,A,,65,16.7,,Y,9108-11,sym p1; light body molt,
24/06/2018,TUR,605,16,1B,1B-218,Willisornis poecilinotus,M,,A,,66,18,,N,9112-16,body molt; no FF molt,
24/06/2018,TUR,605,11,1B,1B-219,unknown,U,,U,,64,16.1,,N,-,extensive tail molt,escaped before photos
24/06/2018,TUR,605,10,1B,1B-220,Pithys albifrons,U,,A,,69,19.5,,N,9124-27,sym wing,
24/06/2018,TUR,710,5,0A,0A-434,Myiopagis gaimardii,U,,A,,56,10.2,,N,9128-34,none,
24/06/2018,TUR,710,5,0A,0A-435,Myiopagis gaimardii,U,,A,,59,11.3,,N,9135-41,"light body molt, some tail",
24/06/2018,TUR,710,5,0,00-268,Dixiphia pipra,U,,S,,63,12.1,,N,9143-50,none,
24/06/2018,TUR,810,9,0A,0A-024,Glyphorhynchus spirurus,U,,A,,74,15.5,,Y,9155-59,heavy body molt,
24/06/2018,TUR,810,12,1B,1B-221,Formicarius colma,M,,A,,81,41.6,,N,9160-67,none,
24/06/2018,TUR,910,-,0A,0A-436,Glyphorhynchus spirurus,U,,A,,68,13.9,,N,9173-75,"light head molt, no FF molt",
24/06/2018,TUR,1115,14,0A,0A-437,Glyphorhynchus spirurus,U,,A,,70,14.1,,N,9176-78,,
25/06/2018,TUR,645,18,0A,0A-260,Dixiphia pipra,F,,A,,62,-,,Y,9258-71,none,euthanized
25/06/2018,TUR,745,5,0,00-269,Dixiphia pipra,F,,A,,62,11.6,,N,9273-77,none,
25/06/2018,TUR,745,1,1,01-137,Thamnomanes ardesiacus,F,,A,,71,18.9,,N,9278-84,trace body molt (back); no FF,
25/06/2018,TUR,745,15,1A,1A-063,Formicarius colma,F,,A,,80,44.6,,N,9285-92,"light body molt, no wing molt",
25/06/2018,TUR,845,2,0A,0A-438,Mionectes oleagineus,U,,A,,60,10.8,,N,9297-9300,sym p4 0.5; light body molt,
25/06/2018,TUR,845,1,0A,0A-439,Ceratopipra erythrocephala,U,,U,,55,13.3,,N,9301-08,,
25/06/2018,TUR,1040,11,0A,01-440,Mionectes macconnelli,U,,A,,63,12.7,,N,9309-14,trace body molt,
26/06/2018,TUR,1410,5,1D,1D-022,Chloroceryle inda,M,,A,,93,48.4,,N,9593-96,none,
26/06/2018,TUR,1430,23,0,00-270,Onychorhynchus coronatus,U,,A,,76,15.8,,N,9608-14,none,
26/06/2018,TUR,1430,12,0,00-271,Dixiphia pipra,U,,S,,64,10.5,,N,9633-37,none,
26/06/2018,TUR,1430,15,1B,1B-192,Gymnopithys rufigula,U,,A,,73,31.4,,Y,9638-43,"light body molt, sym p3 0.5, coverts",
26/06/2018,TUR,1535,23,4,534-77527,Micrastur gilvicollis,U,,A,,178,202,,Y,9644-57,"wing, tail, body",
26/06/2018,TUR,1535,12,0,00-272,Ceratopipra erythrocephala,U,,S,,55,12.3,,N,-,"trace body molt, no FF",forgot photos
26/06/2018,TUR,1535,18,0,00-273,Glyphorhynchus spirurus,U,,A,,69,15.4,,N,9658-61,heavy body molt; sym wing,recap 27 June
26/06/2018,TUR,1535,17,1B,1B-222,Galbula albirostris,U,,A,,72,20.2,,N,9662-68,"sym s3; no tail, no body",
26/06/2018,TUR,1535,17,1B,1B-223,Galbula albirostris,U,,A,,72,21.5,,N,9669-80,none,recap 27 June
26/06/2018,TUR,1645,5,0,00-274,Dixiphia pipra,F,,A,,62,11.4,,N,9682-86,none,
26/06/2018,TUR,1645,19,1B,1B-224,Pithys albifrons,U,,A,,70,22.4,,N,9692-94,none,
26/06/2018,TUR,1645,20,1,01-039,Willisornis poecilinotus,F,,A,,63,19,,Y,9687-91,brood patch present,
26/06/2018,TUR,1645,19,1,01-138,Willisornis poecilinotus,M,,A,,66,16.9,,N,9695-98,none,recap 27 June
26/06/2018,TUR,1645,10,0,00-275,Dixiphia pipra,U,,S,,62,12.8,,N,9700-01,none,
26/06/2018,TUR,1745,-,1A,1A-064,Cymbilaimus lineatus,M,,S,,70,40.9,,N,-,not assessed,photos on VJM phone
27/06/2018,TUR,605,8,1B,1B-225,Galbula albirostris,U,,A,,75,20.6,,N,9702-13,trace body molt; sym FF,
27/06/2018,TUR,605,16,1,01-139,Thamnomanes caesius,F,,A,,69,15.9,,N,9714-18,light body molt; p3R,
27/06/2018,TUR,800,8,0,00-276,Dixiphia pipra,U,,S,,62,12.6,,N,-,none,
27/06/2018,TUR,800,17,0,00-277,Dixiphia pipra,M,,A,,64,10.7,,N,9719-21,moderate body molt; sym FF,
27/06/2018,TUR,915,12,0A,0A-442,Platyrincus saturatus,M,,A,,60,11.7,,N,9724-31,none,
29/06/2018,LOG,600,4,1,01-082,Willisornis poecilinotus,M,,A,,65,17.5,,Y,-,none,photos?
29/06/2018,LOG,640,5,0,00-218,Isleria guttata,F,,A,,-,-,,Y,9877-79,,released due to rain
29/06/2018,LOG,730,7,0,00-278,Dixiphia pipra,F,,A,,66,13.1,,N,9880-82,none,recap 30 June
29/06/2018,LOG,845,5,0A,0A-219,Myrmotherula longipennis,M,,A,,64,8.5,,Y,9883-89,none,
29/06/2018,LOG,845,9,0,00-170,Dixiphia pipra,F,,A,,62,13.3,,N,9890-93,,
29/06/2018,LOG,845,10,1B,1B-226,Dendrocincla fuliginosa,U,,A,,109,40.3,,N,9894-9900,none,recap 30 June
29/06/2018,LOG,1000,3,0,00-279,Dixiphia pipra,M,,A,,61,10.7,,N,9905-09,none,
29/06/2018,LOG,1000,10,0,00-280,Mionectes macconnelli,U,,A,,65,12,,N,9901-04,,
29/06/2018,LOG,1000,9,1,01-140,Thamnomanes ardesiacus,U,,S,,71,17.2,,N,9915-18,moderate body molt,most of tail lost in net; recap 3 July
29/06/2018,LOG,1000,9,1B,1B-227,Xiphorhynchus pardalotus,U,,A,,105,37.4,,N,9910-14,none,
29/06/2018,LOG,1100,9,0A,0A-206,Platyrincus saturatus,F,,A,,55,9,,Y,-,not assessed,escaped after weighing
29/06/2018,LOG,1100,8,0A,0A-443,Mionectes macconnelli,U,,A,,62,12.4,,N,9919-28,none,
29/06/2018,LOG,1130,1,4,534-77536,Crypturellus variegatus,U,,A,,164,394.3,,N,9945-61,wing molt,
30/06/2018,LOG,615,7,0A,0A-354,Platyrincus saturatus,M,,A,,56,11.6,,Y,9962-67,none,
30/06/2018,LOG,720,1,1B,1B-228,Gymnopithys rufigula,U,,A,,72,41.9,,N,9968-72,"light body molt, sym FF",
30/06/2018,LOG,800,7,0,00-151,Platyrincus saturatus,M,,A,,-,-,,Y,-,not assessed,released due to rain
30/06/2018,LOG,1040,14,0,00-287,Mionectes macconnelli,U,,A,,64,13.2,,N,9986-90,"heavy body molt, no wing",
01/07/2018,LOG,600,1,1,01-141,Willisornis poecilinotus,F,,A,,65,17.4,,N,10168-71,"moderate body, no FF",
01/07/2018,LOG,600,4,0A,0A-444,Myrmotherula menetriesii,F,,A,,52,9.6,,N,10148-53,"light body, no FF",
01/07/2018,LOG,600,14,1,00-251,Thamnomanes ardesiacus,M,,A,,75,19.3,,Y,10162-66,none,recap 3 July
01/07/2018,LOG,600,19,3B,3B-009,Geotrygon montana,M,,A,,132,132.3,,N,10154-61,"sym FF, no body",
01/07/2018,LOG,650,1,0A,0A-441,Glyphorhynchus spirurus,F/BP,,A,,67,15,,N,10172-75,none,
01/07/2018,LOG,650,4,0,00-282,Dixiphia pipra,U,,S,,61,11.5,,N,10183-84,none,
01/07/2018,LOG,650,12,1B,1B-229,Willisornis poecilinotus,M,,A,,64,19.6,,N,10176-79,none,
01/07/2018,LOG,650,10,0,00-283,Ceratopipra erythrocephala,M,,A,,55,10.9,,N,10185-86,none,
01/07/2018,LOG,650,19,0A,0A-445,Myrmotherula longipennis,F,,A,,58,8.5,,N,10180-82,none,
01/07/2018,LOG,810,5,1B,1B-230,Dendrocincla fuliginosa,U,,A,,110,43.6,,N,10187-93,none,
01/07/2018,LOG,810,15,0,00-284,Ceratopipra erythrocephala,U,,S,,57,13,,N,10194-97,not assessed,no fly
01/07/2018,LOG,915,20,0,00-285,Dixiphia pipra,F,,A,,68,11.3,,N,10104-07,"trace body molt, no FF",
01/07/2018,LOG,915,1,0,00-286,Dixiphia pipra,F,,A,,60,12.5,,N,10108-12,none,
01/07/2018,LOG,1015,10,1B,1B-231,Xiphorhynchus pardalotus,U,,A,,98,37.1,,N,?,"sym FF (p10,9, tail), no body",
02/07/2018,LOG,1220,23,1B,1B-200,Trogon rufus,F,,A,,113,52.3,,Y,226-238,FF? no body,
03/07/2018,LOG,605,4,1A,1A-065,Formicarius colma,U,,A,,87,-,,N,-,not assessed,escaped
03/07/2018,LOG,605,18,1,01-142,Pithys albifrons,U,,A,,72,21.1,,N,286-291,"light body molt, sym FF",
03/07/2018,LOG,605,1,3,03-019,Geotrygon montana,F,,A,,132,104.2,,N,297-302,sym FF,
03/07/2018,LOG,605,1,0,00-287,Dixiphia pipra,F,,A,,64,12.9,,N,292-296,none,
03/07/2018,LOG,805,12,1,01-143,Willisornis poecilinotus,M,,S,,65,16.3,,N,303-313,"trace body, sym FF",
03/07/2018,LOG,855,10,1A,1A-066,Gymnopithys rufigula,M,,A,,74,28.7,,N,314-317,"moderate body, sym FF",
03/07/2018,LOG,855,8,0A,0A-446,Hypocnemis cantator,M,,A,,52,12.1,,N,318-324,"moderate body, no FF",
03/07/2018,LOG,915,16,0,00-288,Dixiphia pipra,F,,A,,64,14.2,,N,325-327,none,
03/07/2018,LOG,1010,21,1,01-144,Willisornis poecilinotus,M,,A,,57,17.9,,N,328-334,"light body molt, sym FF",
03/07/2018,LOG,1010,12,1B,1B-232,Xiphorhynchus pardalotus,U,,A,,105,40.2,,N,-,none,released without photos
03/07/2018,LOG,1010,21,1,01-145,Willisornis poecilinotus,F,,A,,63,18.9,,N,335-337,none,
03/07/2018,LOG,1110,?,0,00-289,Mionectes macconnelli,U,,A,,65,12,,N,338-342,none,
06/07/2018,ROL,605,10,0,00-290,Thamnomanes caesius,F,,A,,69,15.6,,N,580-583,none,
06/07/2018,ROL,605,9,1A,1A-067,Gymnopithys rufigula,F,,A,,73,32.8,,N,588-590,"trace body, sym FF",recap 7 July (photos)
06/07/2018,ROL,605,1,1,01-146,Willisornis poecilinotus,U,,S,,62,17.1,,N,584-587,none,
06/07/2018,ROL,605,9,1B,1B-233,Gymnopithys rufigula,M,,A,,74,28.1,,N,591-595,"light body, sym FF",
06/07/2018,ROL,605,5,0,00-291,Thamnomanes caesius,M,,A,,71,16.4,,N,608-613,"light body, sym FF, tail",
06/07/2018,ROL,605,12,1A,1A-032,Gymnopithys rufigula,U,,A,,71,29.9,,Y,604-607,"moderate body, sym FF, tail",recap 7 July (photos)
06/07/2018,ROL,605,5,0A,0A-273,Isleria guttata,U,,A,,50,10.4,,Y,596-599,"trace body, sym FF",recap 7 July (photos)
06/07/2018,ROL,605,9,0,00-293,Thamnomanes caesius,M,,A,,70,15.9,,N,600-603,none,
06/07/2018,ROL,700,1,0A,0A-447,Ceratopipra erythrocephala,U,,U,,58,12.5,,N,614-615,none,
06/07/2018,ROL,700,1,1B,1B-038,Willisornis poecilinotus,M,,A,,64,19.3,,Y,616-617,none,recap 8 july
06/07/2018,ROL,700,9,1A,1A-069,Xiphorhynchus guttatus,U,,A,,111,52.7,,N,624-628,none,
06/07/2018,ROL,700,9,1A,1A-068,Xiphorhynchus guttatus,U,,J,,108,58.1,,N,618-623,"heavy body, no FF",
06/07/2018,ROL,750,8,0A,0A-448,Isleria guttata,M,,A,,52,10.5,,N,635-637,"sym FF (p3), no body",recap 9 July
06/07/2018,ROL,840,9,0A,0A-380,Glyphorhynchus spirurus,U,,A,,70,15.3,,Y,638-640,"moderate body, no FF",
06/07/2018,ROL,840,5,0A,0A-449,Tunchiornis ochraceiceps,U,,A,,60,11,,N,641-647,none,recap 7 July
06/07/2018,ROL,950,9,1,01-118,Willisornis poecilinotus,F/BP,,A,,71,19.8,,Y,?,none,recap 8 july
06/07/2018,ROL,950,4,0,00-292,Tunchiornis ochraceiceps,U,,A,,60,10.2,,N,671-675,none,
06/07/2018,ROL,1040,1,0A,0A-450,Ceratopipra erythrocephala,U,,U,,63,12.4,,N,676-678,none,
06/07/2018,ROL,1130,?,0A,0A-451,Ceratopipra erythrocephala,M/iris,,S,,57,12.9,,N,679-686,none,
07/07/2018,ROL,650,1,1,01-147,Thamnomanes caesius,M,,A,,68,16.9,,N,750-751,"trace body, sym FF",
07/07/2018,ROL,650,16,1,01-148,Willisornis poecilinotus,M,,A,,65,17.3,,N,752-754,"moderate body, sym FF",
07/07/2018,ROL,650,1,1,01-149,Willisornis poecilinotus,M,,A,,59,15.5,,N,755-758,"trace body, sym FF",
07/07/2018,ROL,650,3,1,01-150,Thamnomanes ardesiacus,F,,A,,70,17.2,,N,770-771,"moderate body, sym FF",
07/07/2018,ROL,650,3,1,01-151,Thamnomanes ardesiacus,M,,A,,74,17.9,,N,779-783,"trace body, sym FF",
07/07/2018,ROL,650,15,1B,1B-234,Gymnopithys rufigula,F,,J,,70,28.2,,N,772-778,"heavy body, no FF",
07/07/2018,ROL,650,16,1,01-152,Willisornis poecilinotus,F,,A,,62,17.9,,N,784-786,"light body, no FF",
07/07/2018,ROL,1120,11,0A,0A-452,Ceratopipra erythrocephala,U,,S,,53,13,,N,797-799,none,
07/07/2018,ROL,1120,13,0,00-294,Onychorhynchus coronatus,U,,A,,80,17.8,,N,814-820,none,
08/07/2018,ROL,630,-,0A,0A-453,Myrmotherula axillaris,F,,A,,-,-,,N,-,,escaped
09/07/2018,ROL,605,-,0,00-295,Xenops minutus,U,,A,,61,11.5,,N,1262-64,"moderate body, no FF",
09/07/2018,ROL,605,-,0A,0A-454,Isleria guttata,U,,A,,51,10.6,,N,1258-61,"trace body, sym FF",
10/07/2018,SAN,1900,BAT,1B,1B-235,Xiphorhynchus pardalotus,U,,A,,95,33.7,,N,-,"trace body, no FF; tail",recap 13 July
11/07/2018,SAN,610,3,0A,0A-382,Hypocnemis cantator,U,,A,,54,12.5,,Y,9989-94,"light body, no FF",recap 13 July
11/07/2018,SAN,610,4,3,03-020,Geotrygon montana,M,,A,,132,111.1,,N,9984-88,"light body, sym FF",
11/07/2018,SAN,610,4,1B,1B-236,Pithys albifrons,U,,A,,68,20.8,,N,9995-98,"trace body, sym FF",
11/07/2018,SAN,610,9,0,00-296,Dixiphia pipra,U,,J,,59,10.7,,N,9999-2,none,
11/07/2018,SAN,710,3,0,00-253,Pithys albifrons,U,,A,,74,20.9,,Y,005-7,sym secondaries; p6R; moderate body,"recap 12 July, 13 July  "
11/07/2018,SAN,710,3,1B,1B-237,Pithys albifrons,U,,A,,70,21,,N,003-5,"light body, no FF",recap 12 July (2x)
11/07/2018,SAN,710,2,1,01-153,Pithys albifrons,U,,A,,69,20.7,,N,007-10,"light body, asym FF",
11/07/2018,SAN,710,6,0,00-297,Dixiphia pipra,M,,S,,66,13.5,,N,011-26,"trace body, no FF",
11/07/2018,SAN,810,10,0,00-298,Dixiphia pipra,M,,A,,64,11.2,,N,34-39,none,
11/07/2018,SAN,810,6,1,01-124,Gymnopithys rufigula,M,,A,,74,30.5,,Y,27-28,"moderate body, sym FF",recap 13 July
11/07/2018,SAN,810,6,1B,1B-238,Gymnopithys rufigula,M,,A,,75,26.7,,N,29-31,"trace body, no FF",recap 13 July
11/07/2018,SAN,810,1,0,00-299,Dixiphia pipra,U,,S,,65,13.7,,N,32-33,"no body, sym FF",recap 13 July
11/07/2018,SAN,1035,10,0A,0A-176,Myrmotherula axillaris,M,,A,,52,7.7,,Y,10241-48,"trace body, no FF",banded 2015
11/07/2018,SAN,1035,10,1B,1B-239,Cyanocompsa cyanoides,F,,A,,76,21.4,,N,10249-52,none,
12/07/2018,SAN,550,5,1A,1A-070,Turdus albicollis,U,,J,,102,39.9,,N,230-233,"moderate body, no FF",
12/07/2018,SAN,645,4,1B,1B-202,Gymnopithys rufigula,M,,A,,82,27.7,,Y,239,"no body, sym FF",escaped during photos
12/07/2018,SAN,645,-,0A,0A-455,Hypocnemis cantator,U,,A,,51,12,,N,235-238,"light body, sym p1",
12/07/2018,SAN,645,3,0A,0A-456,Hypocnemis cantator,U,,J,,50,11.3,,N,-,trace body ,"""Tabitha's camera"""
12/07/2018,SAN,645,6,0,00-300,Dixiphia pipra,M,,A,,64,10.7,,N,240-243,none,
12/07/2018,SAN,645,4,1B,1B-203,Gymnopithys rufigula,F,,A,,-,-,,Y,-,not assessed,escaped 
12/07/2018,SAN,805,6,0A,0A-457,Ceratopipra erythrocephala,F,,A,,55,12.5,,N,247-250,none,
12/07/2018,SAN,805,9,1,01-154,Willisornis poecilinotus,F,,A,,63,18.6,,N,244-246,trace body ,
12/07/2018,SAN,855,59,1A,1A-071,Formicarius colma,F,,A,,84,46,,N,-,"light body, no FF",no photos - presumed escaped
12/07/2018,SAN,950,-,1,01-155,Thamnophilus murinus,F,,A,,62,18.5,,N,295-298,not assessed,
12/07/2018,SAN,950,3,0A,0A-458,Myrmotherula axillaris,F,,A,,51,7.3,,N,299-305,no body molt,
12/07/2018,SAN,950,7,0,00-301,Mionectes oleagineus,U,,A,,58,10.6,,N,306-308,none,
12/07/2018,SAN,950,10,0A,0A-295,Dixiphia pipra,M,,A,,-,-,,Y,-,not assessed,released at net; tangled
13/07/2018,SAN,605,11,1B,1B-240,(Thamnophilus murinus),U,,J,,62,22.5,,N,438-452,"light body, sym FF",ID uncertain
13/07/2018,SAN,605,61,0,00-302,Dixiphia pipra,U,,S,,66,12.3,,N,453-454,"trace body, no FF",
13/07/2018,SAN,605,4,2,02-013,Bucco capensis,U,,A,,81,49.1,,N,455-465,"trace body, p4R",
13/07/2018,SAN,735,13,0A,0A-459,Glyphorhynchus spirurus,U,,A,,65,14.6,,N,466-472,"trace body, no FF",
13/07/2018,SAN,735,13,0A,0A-286,Glyphorhynchus spirurus,U,,A,,72,14.9,,Y,473-474,"no body, sym FF",
13/07/2018,SAN,735,1,0,00-303,Dixiphia pipra,U,,S,,62,13.2,,N,475-479,"trace body, sym FF",
13/07/2018,SAN,820,13,1B,1B-241,Xiphorhynchus pardalotus,U,,A,,-,-,,N,480-482,not assessed,"banded and released, right hind claw looked broken"
13/07/2018,SAN,820,-,1,01-156,Thamnomanes caesius,M,,A,,69,17.2,,N,483-489,"light body, asym FF",
13/07/2018,SAN,820,1,0,00-304,Dixiphia pipra,U,,S,,62,11.4,,N,490-493,"light body, no FF",
13/07/2018,SAN,910,10,1,01-157,Thamnophilus murinus,M,,A,,60,19.1,,N,499-504,"trace body, sym FF",
13/07/2018,SAN,910,12,0A,0A-460,Isleria guttata,U,,A,,50,10.7,,N,494-498,"trace body, no FF",
13/07/2018,SAN,910,2,1,01-158,Mionectes oleagineus,U,,A,,68,13.8,,N,505-508,"trace body, no FF",
13/07/2018,SAN,1015,12,0A,0A-461,Myrmotherula axillaris,F,,A,,48,7.8,,N,516-517,none,
13/07/2018,SAN,1015,60,0,00-305,Dixiphia pipra,U,,A,,63,11.3,,N,509-515,"sym p8, p9; no body",
13/07/2018,SAN,1015,12,0A,0A-392,Xenops minutus,U,,A,,66,11.5,,Y,518-520,none,
13/07/2018,SAN,1120,10,0,00-306,Dixiphia pipra,F,,A,,62,13.1,,N,521-524,"trace body, no FF",
13/07/2018,SAN,1120,9,1B,1B-242,Cyanocompsa cyanoides,U,,U,,75,24.8,,N,528-531,"trace body, no FF",
13/07/2018,SAN,1120,-,0,00-307,Thamnomanes caesius,F,,A,,68,15.6,,N,525-527,none,
13/07/2018,SAN,1120,-,0A,0A-462,Glyphorhynchus spirurus,U,,U,,71,14.2,,N,532-535,"moderate body, no FF",
14/07/2018,SAN,605,11,1B,1B-243,Willisornis poecilinotus,F,,A,,64,16.2,,N,595-600,"moderate body, no FF",
14/07/2018,SAN,605,1,0,00-254,Willisornis poecilinotus,M,,A,,65,17.2,,Y,601-602,"light body, sym p5",
14/07/2018,SAN,720,1,0A,0A-463,Ceratopipra erythrocephala,U,,S,,55,11.2,,N,603-607,none,no wing photo
14/07/2018,SAN,720,10,1,01-159,Chloroceryle aenea,F,,A,,56,12.7,,N,608-610,none,
14/07/2018,SAN,840,11,1,01-121,Willisornis poecilinotus,M,,A,,64,17.8,,Y,611-616,"trace body, sym FF",
14/07/2018,SAN,1100,10,3B,3B-010,Leptotila rufaxilla,U,,A,,137,146,,N,625-631,"no body, sym FF",
20/07/2018,KAB,750,1,0A,0A-464,Mionectes macconnelli,U,,A,,61,11.2,,N,1331-33,none,Photos in Folder 102
20/07/2018,KAB,750,1,0,00-308,Dixiphia pipra,U,,S,,63,10.6,,N,1336-38,none,
20/07/2018,KAB,945,2,0A,0A-149,Myiobius barbatus,U,,A,,66,11.4,,Y,1339-42,none,"Recap 21 July, 22 July"
20/07/2018,KAB,1040,3,0A,0A-465,Tunchiornis ochraceiceps,U,,A,,58,11.5,,N,1343-47,"no body, asym FF",
20/07/2018,KAB,1040,3,1,01-160,Thamnomanes caesius,F,,A,,68,16.1,,N,1348-50,"light body, sym FF",
20/07/2018,KAB,1040,3,0,00-309,Rhynchocyclus olivaceus,U,,A,,72,20.4,,N,1354-56,"light body, sym FF",
20/07/2018,KAB,1040,3,0,00-310,Rhynchocyclus olivaceus,U,,A,,69,19.6,,N,1363-64,"moderate body, sym FF",
20/07/2018,KAB,1040,3,0A,0A-468,Xenops minutus,U,,A,,64,12.3,,N,1370-71,"light body, no FF",
20/07/2018,KAB,1040,3,0,00-311,Rhynchocyclus olivaceus,U,,A,,68,19.8,,N,1372-73,"moderate body, sym FF, tail",malformed bill. Recap 21 July
21/07/2018,KAB,615,14,1B,1B-244,Willisornis poecilinotus,M,,A,,64,16.4,,N,1447-48,"light body, no FF",
21/07/2018,KAB,615,12,1A,1A-072,Gymnopithys rufigula,M,,A,,75,29.2,,N,1449-54,"moderate body, sym FF (p7)",
21/07/2018,KAB,615,10,0A,0A-466,Glyphorhynchus spirurus,U,,A,,69,13.3,,N,1455-56,"light body, no FF",
21/07/2018,KAB,730,16,0A,0A-467,Epinecrophylla gutturalis,U,,A,,50,8.1,,N,1459-60,"trace body, no FF",
21/07/2018,KAB,730,11,0A,0A-469,Epinecrophylla gutturalis,U,,A,,50,9,,N,1457-58,none,
21/07/2018,KAB,730,13,0A,0A-470,Platyrinchus saturatus,U,,A,,62,11.9,,N,1461-62,none,
21/07/2018,KAB,730,3,1B,1B-158,Dendrocincla merula,U,,A,,105,49.8,,Y,1463-66,none,
21/07/2018,KAB,830,4,0A,0A-471,Myiobius barbatus,U,,A,,65,11.4,,N,1467-69,"trace body, no FF",
21/07/2018,KAB,930,5,0A,0A-473,Terenotriccus erythrurus,U,,A,,50,6.7,,N,1470-72,trace body ,
21/07/2018,KAB,1030,4,0,00-312,Glyphorhynchus spirurus,U,,A,,68,-,,N,-,not assessed,escaped after wing measurement
21/07/2018,KAB,1120,16,0,00-313,Hypocnemis cantator,U,,S,,51,11.4,,N,1473-74,none,
21/07/2018,KAB,1120,1,1B,1B-245,Attila spadiceus,U,,A,,79,31.4,,N,1475-85,sym p8; trace body,
21/07/2018,KAB,-,-,0A,0A-472,band destroyed,,,,,,,,,,,
21/07/2018,KAB,-,bat,1,01-161,Pithys albifrons,U,,S,,73,22,,N,1744-45,"trace body, sym FF",
22/07/2018,KAB,605,12,0,00-265,Willisornis poecilinotus,M,,A,,64,17.4,,Y,1747-49,"light body, no FF",
22/07/2018,KAB,605,12,0A,0A-148,Isleria guttata,M,,A,,52,10.7,,Y,1750-52,"light body, no FF",
22/07/2018,KAB,700,1,1,01-162,Willisornis poecilinotus,F,,A,,63,17.2,,N,1753-57,"trace body, no FF",
22/07/2018,KAB,700,10,1,01-093,Thamnomanes ardesiacus,F,,A,,71,20,,Y,1758-59,"moderate body, asym FF",
22/07/2018,KAB,700,10,1,01-058,Thamnomanes ardesiacus,M,,A,,73,18.7,,Y,1760-64,"moderate body, asym FF",
22/07/2018,KAB,700,13,0A,0A-474,Isleria guttata,F,,A,,49,10.2,,N,1765-68,none,
